"Theta [deg]","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='0deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='5deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='10deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='15deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='20deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='25deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='30deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='35deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='40deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='45deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='50deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='55deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='60deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='65deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='70deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='75deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='80deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='85deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='90deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='95deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='100deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='105deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='110deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='115deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='120deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='125deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='130deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='135deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='140deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='145deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='150deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='155deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='160deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='165deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='170deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='175deg'","dB(RealizedGainRHCP) [] - Freq='0.159GHz' Phi='180deg'"
87,-7.10940056619179,-6.94795619063321,-6.81349333531928,-6.70660632921959,-6.62737394281937,-6.57511711449354,-6.54833262370954,-6.54483137101853,-6.56205403868563,-6.59748646357397,-6.64906536802746,-6.71546065038025,-6.79614535036149,-6.8912137063117,-7.00097017231017,-7.12537315320774,-7.2634622098011,-7.41291559918428,-7.56986952482084,-7.72907903219242,-7.8844175777096,-8.02961504591831,-8.1590554970904,-8.26843512446553,-8.35513634525885,-8.41828097245377,-8.45852561427712,-8.47770693476749,-8.47843131943713,-8.46367117443532,-8.43641524099675,-8.39942616185984,-8.35516091661523,-8.30588625561248,-8.25397174424213,-8.20228742971651,-8.15459632932443
88,-7.7921565175469,-7.58319332469983,-7.40271505136156,-7.2512698351583,-7.12890723559219,-7.03491907892443,-6.9677689988215,-6.92523911168778,-6.90476398933436,-6.90387033914317,-6.92060854821313,-6.95385802489389,-7.00341450994437,-7.06981917219964,-7.1539540653357,-7.25648993785131,-7.3773147362575,-7.51508361455371,-7.66700942088772,-7.82895804718046,-7.99583420157776,-8.16215885365575,-8.32267972946852,-8.47285191509784,-8.60908745032209,-8.72877359141407,-8.83014425982365,-8.91211335199914,-8.97414201169502,-9.01615646495839,-9.03850412331204,-9.04194550166807,-9.02770332827563,-8.99759456929181,-8.95424366111655,-8.90133164597977,-8.84380387800989
89,-8.57702449291011,-8.31449935275237,-8.08244161031448,-7.88137318312042,-7.71131862703335,-7.57152406624348,-7.46038017503359,-7.37557743332346,-7.31446075522991,-7.27449716655807,-7.253737025351,-7.25114512234001,-7.2667059238864,-7.30126219682662,-7.35611471674142,-7.43247405107967,-7.53089605816359,-7.65083991933956,-7.79045876130536,-7.94667303991255,-8.11549755077265,-8.29251459522446,-8.47333712997179,-8.65391379971648,-8.83059910149776,-9.00001848015355,-9.15884683329091,-9.30364456930405,-9.43085176139358,-9.53696280283924,-9.61883894579367,-9.67409095194305,-9.701471810881,-9.70123444437839,-9.67541347969224,-9.62798659005396,-9.56487528243899
90,-9.4711772969514,-9.14864523118315,-8.85906432898038,-8.60299030081494,-8.38044791188171,-8.19062635476569,-8.0317972236159,-7.90148301269248,-7.79683934248423,-7.71515854246792,-7.65436771561422,-7.61339022959167,-7.59226973844008,-7.59201537286286,-7.6142004055357,-7.66041308044333,-7.73169786196263,-7.82812733407112,-7.94860905541243,-8.09096574715884,-8.25224560060217,-8.42914373230153,-8.6183734451185,-8.8168411478546,-9.02155540400684,-9.22931113697982,-9.43628559630813,-9.63772142363695,-9.82784411196204,-10.0000892596206,-10.1476339639897,-10.2641596592068,-10.344725349568,-10.3865982908682,-10.3898801767488,-10.3577964037145,-10.296590353482
91,-10.4806659390296,-10.0919751364771,-9.73902095323327,-9.42256653315213,-9.14273069428809,-8.89866911697907,-8.688498812642,-8.50949366206562,-8.35850927487238,-8.2325370741481,-8.12925126328905,-8.04740813081711,-7.98699033575018,-7.94905446202371,-7.93532071104624,-7.94761416677679,-7.98730570372419,-8.05489691113815,-8.14984978013404,-8.27068957249624,-8.41532500677998,-8.5814558203931,-8.76690009451344,-8.96969361363824,-9.18789187132356,-9.41911450431048,-9.65996719209315,-9.90552194604128,-10.1490270233278,-10.3819720069435,-10.5945749097276,-10.7766921988589,-10.9190675872941,-11.0147262201378,-11.0602194365391,-11.0564007181826,-11.008520680653
92,-11.6067674988073,-11.1479464732284,-10.7271526051135,-10.3458376284423,-10.0045064026532,-9.70242346998885,-9.43757992547711,-9.20694965020739,-9.00698765455447,-8.8342612924373,-8.68606655631737,-8.56087742674289,-8.45851348870711,-8.37998474272777,-8.32706202216689,-8.30169713671696,-8.30545414290018,-8.33910253527557,-8.40247068068384,-8.49457857090514,-8.61398204073289,-8.75918849960291,-8.92897158250349,-9.12243693585705,-9.3387710081742,-9.57671001886748,-9.83385467915492,-10.1059977999174,-10.3866268482938,-10.6667362805545,-10.9350594954807,-11.1788070083451,-11.3849431593988,-11.5419063598224,-11.6414792423441,-11.6803370838244,-11.6607968079932
93,-12.8376524406881,-12.3114962281408,-11.8229148077624,-11.375299289862,-10.9703493404019,-10.6079131845354,-10.2860886922885,-10.0016179734405,-9.75052346416503,-9.52886723964963,-9.33347365055342,-9.16245081604955,-9.01538889665196,-8.89319724950484,-8.79764329956734,-8.7307375783476,-8.69414409005832,-8.68877538495847,-8.7146684428352,-8.77115039695475,-8.85721365426796,-8.97195056988728,-9.11487133210925,-9.28595990262635,-9.48540538075114,-9.71304834921935,-9.96766151092017,-10.2462145763305,-10.5432597176973,-10.8505458266834,-11.1569592443268,-11.4489045346244,-11.7112511213612,-11.928914599581,-12.0889546744965,-12.1827797386235,-12.2078186667501
94,-14.1308632009071,-13.5569477276567,-13.0121224094599,-12.5046125681116,-12.0393050370064,-11.6179128597931,-11.2393993296514,-10.9006753831426,-10.5975066007368,-10.3255024762326,-10.0810174960205,-9.86178862231353,-9.66718252358559,-9.49802348109097,-9.35608765687142,-9.24343730092183,-9.16179811007659,-9.11215019899789,-9.09462597390934,-9.10871190721194,-9.15365928516617,-9.22894324368094,-9.33459040520281,-9.47123467071324,-9.63984803885856,-9.84119424836255,-10.0751252009812,-10.3398589164101,-10.6313506616853,-10.9428282587625,-11.2645450642435,-11.5838297704373,-11.885568503261,-12.1532871629824,-12.3709242681888,-12.5251358670665,-12.6076198304004
95,-15.3826483752418,-14.8150508905726,-14.2504436616822,-13.7070046209606,-13.1968509797163,-12.7264396554818,-12.2974929640122,-11.9082542586163,-11.5549076323644,-11.2329926921803,-10.9386259920461,-10.6693442479771,-10.4244442425391,-10.2048103632435,-10.0123533377798,-9.84927752742508,-9.71741390064148,-9.61780368283224,-9.55062177576123,-9.51542151238358,-9.51158814935369,-9.53882766933951,-9.59750755141792,-9.68871507042128,-9.81399233921894,-9.97480837486535,-10.171894304088,-10.4045759034881,-10.6701977922116,-10.9636791053771,-11.2772088064831,-11.6001045890893,-11.9189232369958,-12.2179896365553,-12.4805360586217,-12.6905268769002,-12.8349557975832
96,-16.3981812755308,-15.9415795187558,-15.4363940166041,-14.9141264295773,-14.3991503308598,-13.9073700419307,-13.4469085087387,-13.0198750634937,-12.6245291097212,-12.2574057848011,-11.9151012035984,-11.5954902181073,-11.2982510679491,-11.0247237808638,-10.7772892915111,-10.5585555267734,-10.3706378222913,-10.2147384634495,-10.0911076996973,-9.99934695342617,-9.93891917143903,-9.90967737421117,-9.91222372002926,-9.94797163648087,-10.0188846589231,-10.1269673690347,-10.2736436543522,-10.4591556686826,-10.6820662876238,-10.9388830676988,-11.2237793453235,-11.5283921741588,-11.8417313554285,-12.1503181872509,-12.4387385138871,-12.6907754606119,-12.8911331614816
97,-16.9305249818681,-16.7138198449248,-16.3888201041862,-15.9888301025077,-15.5479049688471,-15.0937304281775,-14.6447353688781,-14.2105928727603,-13.7945342730159,-13.3962009422537,-13.0142174149279,-12.6480080344732,-12.2986491274688,-11.9688133743042,-11.6620894430008,-11.3820721149549,-11.13158683881,-10.9122804551172,-10.7246480436594,-10.5684263360129,-10.443188664456,-10.3489330842827,-10.2864709189938,-10.2574966219143,-10.2643292446258,-10.3094180671671,-10.3947581171836,-10.5213494435199,-10.6887743132894,-10.8948955169641,-11.1356322917062,-11.404769071792,-11.6937977195302,-11.9918668445989,-12.2859750114085,-12.5615536970642,-12.8035125318967
98,-16.8508783309276,-16.9325623596504,-16.8872719543976,-16.7252191218992,-16.470261425344,-16.1509522680046,-15.7924908816644,-15.4126768467142,-15.0218357342835,-14.625106064367,-14.2253791994592,-13.8256792901784,-13.4303777418946,-13.0452066571943,-12.6764569799973,-12.329916625403,-12.010024717227,-11.7195034717826,-11.4595075173102,-11.2301699541413,-11.0313357829317,-10.8632485190448,-10.7269916191996,-10.6245766200922,-10.5586885730434,-10.5322014389606,-10.547621211188,-10.6065918015441,-10.7095307561247,-10.8553877648782,-11.0414731190913,-11.26330288383,-11.5144490186472,-11.7864435270751,-12.0688312455655,-12.3494638926519,-12.6150707870436
99,-16.2777661562455,-16.5931879675593,-16.8192400040215,-16.9411070388278,-16.9569717669841,-16.8762502357563,-16.7140390669438,-16.4853290441184,-16.2018386598849,-15.8720359053559,-15.503115368862,-15.1031586634789,-14.68218680261,-14.2517585286281,-13.8235949561419,-13.4080372531677,-13.0129793921771,-12.6435432236336,-12.3024401748969,-11.9907862236809,-11.7090784901065,-11.4580578501175,-11.2392520990902,-11.0551078665726,-10.9087492556976,-10.8035018783723,-10.7423556396484,-10.7275042560092,-10.7600231409006,-10.8396717090137,-10.9647640322975,-11.1320557115633,-11.3366359772056,-11.5718661454465,-11.8294339608321,-12.0995713045726,-12.3714128794347
100,-15.4585268482902,-15.8911319653017,-16.2875709799643,-16.6282075536331,-16.8980224500062,-17.08782424947,-17.1930689575253,-17.2113515914269,-17.1406074734685,-16.9795167033686,-16.7299226515075,-16.3994906150265,-16.0025571538267,-15.5583875969496,-15.0877645950567,-14.609590784266,-14.1387293509378,-13.6853905584446,-13.2557278393472,-12.8530942540051,-12.4794546614641,-12.1365787712314,-11.8267895010591,-11.5531986456158,-11.3195086542401,-11.1295571742633,-10.9868012030956,-10.8938861247452,-10.8523584903526,-10.8625043131289,-10.9232569307577,-11.0321276322244,-11.1851545108725,-11.3769112757317,-11.6006336087287,-11.8484825617546,-12.1118794150407
101,-14.5942604255013,-15.0528171140594,-15.5129254490869,-15.9610666269305,-16.3848209880094,-16.7730081185563,-17.114314339786,-17.3949452052658,-17.5968755855478,-17.6987457471029,-17.6806252785551,-17.53141435767,-17.2548775950502,-16.8701832093521,-16.4064705931805,-15.8949803380135,-15.3628340851503,-14.8302269560007,-14.3105300795349,-13.8119712301466,-13.339733013657,-12.8977505592383,-12.4898744520779,-12.1203451020052,-11.7937166734131,-11.514466753059,-11.2865275722839,-11.1129001278267,-10.9954118294397,-10.9345977905882,-10.9296517267893,-10.9784063053728,-11.0773463674165,-11.2217006827519,-11.4056653180351,-11.6227635845835,-11.8662532788046
102,-13.7944867143477,-14.2279720510502,-14.6825902531808,-15.1506238579093,-15.6254796605145,-16.10147217314,-16.5721949868266,-17.027534328095,-17.4500733087394,-17.8125080408823,-18.0785581379094,-18.2097462876993,-18.1775957140423,-17.9754723391157,-17.6219126900267,-17.1529557375701,-16.60947684681,-16.027294245665,-15.4331348345261,-14.8451329697698,-14.2753229340051,-13.7322730826705,-13.2229856790801,-12.7538698334268,-12.3309650156075,-11.9597319965723,-11.644709120979,-11.3892263057275,-11.1952472519086,-11.0633226448932,-10.9926046006129,-10.9808900831999,-11.0247055049201,-11.1194837876218,-11.2598866596696,-11.4402709758898,-11.6551999849263
103,-13.1055932527874,-13.4901594445063,-13.9040554938436,-14.3425644296967,-14.8026058654316,-15.2827154523582,-15.7819136254007,-16.2973603234357,-16.8209672766979,-17.3354874841939,-17.8112362097088,-18.2056937138225,-18.4691331819909,-18.5577976727582,-18.4501149294019,-18.1555020369109,-17.7089455275773,-17.1562692621479,-16.5407223840692,-15.8965965724252,-15.2488799369983,-14.615604794369,-14.0103980145097,-13.4441973845634,-12.9260548259501,-12.4633411974894,-12.0617051440958,-11.7250187262035,-11.4553998709332,-11.2533048638466,-11.1176515092065,-11.0459531117705,-11.0344876750304,-11.0785622497231,-11.1729285778344,-11.3123479172509,-11.4922041693366
104,-12.5421406847822,-12.8681248902417,-13.2259508992796,-13.6119434163335,-14.0243139383305,-14.4633070819882,-14.9305184234382,-15.4273338690785,-15.9525785189255,-16.4995359329425,-17.0526048827533,-17.5842400919244,-18.0537129689621,-18.4103605968809,-18.603762386545,-18.5992731481879,-18.3908124617932,-18.001826052421,-17.4742939944365,-16.8546425383391,-16.1844495374833,-15.497310498654,-14.8193132968802,-14.1705385291542,-13.5663419422068,-13.0181869914305,-12.5341863374092,-12.1195305031688,-11.7768859442682,-11.5067662635933,-11.3078570374305,-11.177297704848,-11.1109663933992,-11.1038435174082,-11.1505193610062,-11.2458474288278,-11.385645563743
105,-12.1050483897822,-12.3693267689075,-12.665530900619,-12.9900452800543,-13.3412113459245,-13.719539845112,-14.1272684958912,-14.5672799092735,-15.0415051247685,-15.5489584632264,-16.083508970746,-16.6314958879857,-17.1694895022452,-17.6630213864959,-18.0678930434626,-18.3360370192837,-18.4264121396535,-18.3174489887365,-18.0142233672086,-17.5458627107922,-16.9556138410153,-16.2899997518466,-15.5914704513636,-14.8950956384197,-14.2279265387893,-13.6096411935001,-13.0536512662906,-12.5682804760599,-12.15784022587,-11.8235261408514,-11.5641192572473,-11.3765288586319,-11.2562601418532,-11.1979123464541,-11.1957919116305,-11.2446532721607,-11.3404765083548
106,-11.7903167776015,-11.9924504055673,-12.2258103410355,-12.4864160602807,-12.7722682893412,-13.0835741499377,-13.4224140754941,-13.7919055427808,-14.1950200793097,-14.633225669116,-15.1050707667837,-15.6047517660829,-16.1206731184625,-16.6340712899546,-17.1179814951141,-17.5372183023269,-17.8505409284166,-18.0163347269702,-18.0020174183586,-17.7944566581146,-17.405928958668,-16.8714588166041,-16.2389624008451,-15.5579095623296,-14.8713294553263,-14.2123836215029,-13.6042574434773,-13.0616530729693,-12.592686345775,-12.2005986500005,-11.8850968655602,-11.643348011633,-11.47075400227,-11.3616587684603,-11.3101072509384,-11.3106907240133,-11.3594013507132
107,-11.5928905241871,-11.7332808157165,-11.9042142649341,-12.1011738757458,-12.3216681187889,-12.5654473387677,-12.834214457028,-13.1309081150557,-13.4587309697639,-13.8201103403421,-14.2157258842352,-14.6436591986653,-15.0986462042299,-15.5713559266113,-16.0475822308678,-16.5072557770685,-16.9233868018742,-17.2616363929446,-17.4821965180932,-17.5462046643982,-17.4270868016873,-17.1222928546072,-16.6573814806072,-16.0786396856947,-15.4392660121575,-14.7874133697863,-14.160209727768,-13.5829277193537,-13.0707698611996,-12.6313181161693,-12.266718349479,-11.9753609234499,-11.7531459458314,-11.5945237282134,-11.4934768990271,-11.4445138654022,-11.4436196115964
108,-11.5082886622421,-11.5873014027067,-11.696585053116,-11.8310084599812,-11.9875520502619,-12.1655055000342,-12.3661871693535,-12.5922782074607,-12.8469531794834,-13.1330010558415,-13.4520799246677,-13.8041720489432,-14.1872289687252,-14.5969211249644,-15.0263216458076,-15.4652661476548,-15.8991076362365,-16.3067955384194,-16.6588980505198,-16.9174557893139,-17.0406890764665,-16.9943857596328,-16.7663689167332,-16.374591460025,-15.8619771923195,-15.2818285144279,-14.6837451456349,-14.1060696439296,-13.5745029732713,-13.1039506027916,-12.7012217063641,-12.3674697879886,-12.1001196399591,-11.8943969256822,-11.7446473614726,-11.6455528817633,-11.5932219617372
109,-11.533257760756,-11.550794631207,-11.5989542465452,-11.6719304946022,-11.7661619514331,-11.8805031469642,-12.0159301488502,-12.1748845957031,-12.3604452451954,-12.5755248292556,-12.8222387760558,-13.1015167304433,-13.4129524116251,-13.7548139122077,-14.1240540815522,-14.5160683914718,-14.923879205311,-15.336465610017,-15.7362514786722,-16.0964973166318,-16.3805746565771,-16.5461958095759,-16.556582255448,-16.3953031510404,-16.0754395436854,-15.6356318505304,-15.1260832599184,-14.5943583637085,-14.0774174865724,-13.5998841669696,-13.1757048404221,-12.8108057669324,-12.5056130221749,-12.2571622693112,-12.0608705075607,-11.9120702749612,-11.8073055243563
110,-11.6660160552457,-11.6212839438329,-11.6082935704945,-11.6204819809459,-11.6537130314501,-11.7064136501511,-11.7792479998443,-11.8744436554981,-11.9949664676378,-12.1437459479115,-12.3230989079216,-12.5344219541406,-12.7781482792943,-13.0538944500297,-13.3606508316791,-13.6967946987061,-14.0596488170807,-14.444313795819,-14.8416323649343,-15.2354882333705,-15.6003219763231,-15.9007702485899,-16.0960911254969,-16.1507806538333,-16.0480885385507,-15.7981718962755,-15.4346101537807,-15.0020159227751,-14.5432333226618,-14.0918579059697,-13.6703224616154,-13.2912024041987,-12.9596434913803,-12.6758555840112,-12.4373450616363,-12.2408357050624,-12.0838401546077
111,-11.9063384645606,-11.7976979582687,-11.7228155768885,-11.6742464205762,-11.6472085575516,-11.6396733766739,-11.6519924128932,-11.6861843797934,-11.7450878587263,-11.8315865489608,-11.9480554075547,-12.096095334627,-12.2765475462827,-12.4897118223847,-12.7356305920539,-13.0142446461693,-13.3251917876518,-13.6670315086908,-14.0357599475405,-14.4226557693294,-14.8118230668629,-15.1783522740085,-15.4887539620753,-15.7056446345773,-15.7972550296842,-15.7485441303049,-15.5673894606481,-15.281434339906,-14.9279742506961,-14.5433924489694,-14.1566660948607,-13.7873972279432,-13.4467154283133,-13.1394033151522,-12.8662919388854,-12.6264972720323,-12.4192843680958
112,-12.2555851568586,-12.0804234790383,-11.9420828377406,-11.8320504605946,-11.7447776585239,-11.6777098506021,-11.6308496431218,-11.6059860245255,-11.6058051597955,-11.6330959388384,-11.6901990918187,-11.778762918402,-11.8997896919081,-12.053891792399,-12.2416227571211,-12.4637078161033,-12.7209834421496,-13.0138806064967,-13.3413568375366,-13.6992942381716,-14.0785432147291,-14.4630475179348,-14.8288798582419,-15.1454416088391,-15.3800325471722,-15.505662346712,-15.5093356483194,-15.3962621657641,-15.1872954238425,-14.9113972196616,-14.5975772710769,-14.2695943806193,-13.9440621899527,-13.631002501577,-13.3356470859776,-13.0606159221726,-12.8079265360154
113,-12.716698977363,-12.4713087204858,-12.2670352488913,-12.0940329133123,-11.9458049009252,-11.8191533363942,-11.7136597100362,-11.6308372585183,-11.573181878059,-11.5433420924164,-11.5435573567109,-11.5754218559414,-11.6399487523185,-11.7378463537055,-11.8698711529233,-12.0370950332503,-12.2409244675626,-12.4827464355195,-12.7631451207406,-13.0807197262358,-13.4306262337572,-13.8030777305566,-14.1822031162545,-14.5458884419933,-14.8673844954929,-15.1192238275486,-15.2789870595983,-15.3349312136001,-15.2887265697413,-15.1538005076537,-14.9503562299881,-14.6997498121662,-14.4204691082933,-14.1264716128486,-13.8274756600481,-13.5303682872151,-13.2409273101759
114,-13.2941357950035,-12.973613177742,-12.6999652261249,-12.4616496151272,-12.2509687711169,-12.0639132646525,-11.8995360862358,-11.7590064073613,-11.6445813401069,-11.5587246836305,-11.5035224033254,-11.4804449192574,-11.490420301756,-11.5341204159355,-11.6123223969869,-11.7261913936679,-11.8773434795238,-12.0675933030396,-12.2983605485835,-12.5697828187912,-12.8796428906563,-13.2222652003759,-13.5875878841378,-13.9606910015639,-14.3221431152981,-14.6495313979914,-14.9203125810609,-15.1155634400832,-15.2235064215294,-15.2413910355886,-15.1749059047432,-15.0355257114736,-14.8371508017063,-14.5934354983283,-14.3165175874476,-14.0170677170675,-13.7050922382982
115,-13.9936035261095,-13.5918328772789,-13.2444097572285,-12.9376175903599,-12.6622261774467,-12.4131934905989,-12.1889040596785,-11.9900972599018,-11.8187368733048,-11.6770607426431,-11.5669608075768,-11.4897352308999,-11.4461640264783,-11.4367990846174,-11.4623266482655,-11.5238540351643,-11.6229956029779,-11.7616849089623,-11.9417088865677,-12.1640248871055,-12.427964569213,-12.7304454327231,-13.065311119142,-13.4229200819217,-13.7901063170074,-14.1506375457363,-14.4862693933895,-14.7784003111093,-15.0101460888143,-15.1684136786895,-15.2454023707039,-15.239074962156,-15.1525556151278,-14.9928916526141,-14.7698207944334,-14.4949789030718,-14.1815609646262
116,-14.8213068771849,-14.3312143352531,-13.9048479022566,-13.5257392644394,-13.1827227387845,-12.8694582506708,-12.5834992133444,-12.3250625639836,-12.0957675796094,-11.8975946016979,-11.7322149928575,-11.6007242049222,-11.5037144771998,-11.4415649583792,-11.414801351891,-11.4243806836362,-11.4717888291086,-11.5588948873792,-11.6875737517191,-11.8591661313054,-12.0738772942976,-12.3302173591827,-12.6245640932239,-12.9508957065446,-13.3007069666784,-13.6630968146,-14.0250098228284,-14.3716343628613,-14.6869991309733,-14.9548342331094,-15.1597304212028,-15.2885286752818,-15.3317536339992,-15.2848489317759,-15.149003888102,-14.9314211272853,-14.6449189023395
117,-15.7819985903499,-15.1965309083456,-14.6859415230472,-14.2304483518966,-13.8165389059546,-13.4363056630506,-13.0863164523131,-12.7661916191389,-12.4771785944429,-12.2209934622387,-11.9990838591462,-11.8123338003658,-11.6611292491758,-11.5456466078808,-11.4662084680111,-11.4235643141057,-11.4189939688719,-11.4541913250099,-11.530950821964,-11.6507304674591,-11.8141888765531,-12.0207866528536,-12.2685111557957,-12.5537391562483,-12.8712052708284,-13.2140074596138,-13.5735687527022,-13.9395005859055,-14.2993823814018,-14.6385721681475,-14.9402657023518,-15.1860889776296,-15.3574947134046,-15.4380742340914,-15.4165354599737,-15.2895954412164,-15.0636930790956
118,-16.8742677277789,-16.1891811212857,-15.5907428363882,-15.0557228754368,-14.5680572336721,-14.118123836069,-13.7014427228729,-13.3170430917055,-12.965842524847,-12.6493437943812,-12.3688132846983,-12.1249498446509,-11.9179417659717,-11.747755139505,-11.6144879566221,-11.5186481706635,-11.4612618245828,-11.44377968241,-11.4678128848213,-11.5347732680008,-11.6455108305223,-11.8000281557385,-11.9973166079546,-12.2353125990904,-12.5109253242109,-12.820051496686,-13.1574793431279,-13.5166020115181,-13.8889106447886,-14.2633135971276,-14.6254265441353,-14.9571060853503,-15.2366621320969,-15.4403219238544,-15.545419718399,-15.5351425417727,-15.4034784388798
119,-18.0797715394514,-17.3006242099621,-16.6166445359501,-16.0026047267062,-15.4404816321875,-14.9192456805015,-14.4336068799878,-13.9822299704074,-13.5659143977944,-13.1861289139083,-12.8440946697386,-12.5404172706723,-12.2751409244082,-12.0480448374028,-11.8590035800022,-11.7082687073091,-11.5965848322745,-11.5251178490193,-11.4952319455615,-11.5081912055605,-11.5648725969098,-11.6655606819326,-11.8098583568207,-11.9967031848028,-12.224436412298,-12.4908418346901,-12.7930625715973,-13.1273184115111,-13.4883794536135,-13.8687933080134,-14.2579109679357,-14.6408336570387,-14.9975635504564,-15.3029318541599,-15.5282116000908,-15.645299803408,-15.6333397985966
120,-19.340848591193,-18.4984581382977,-17.7466559057555,-17.0637648904651,-16.4325180297154,-15.8419879453165,-15.2870753423724,-14.7668384856492,-14.2825559095645,-13.8361198070945,-13.4290367739683,-13.0620422270302,-12.7351751459486,-12.4481053259759,-12.2005192156059,-11.9924196911609,-11.8242597491137,-11.6968965598749,-11.6114078305363,-11.5688457605527,-11.5700096725557,-11.6152991907877,-11.7046740849066,-11.837705369566,-12.0136655316701,-12.2315829372001,-12.4901821992845,-12.7876476470004,-13.1211718244614,-13.4862714608734,-13.875862406656,-14.2790983375844,-14.6800501812646,-15.056528197688,-15.3798014545207,-15.616513657165,-15.7340888749107
121,-20.5238508177944,-19.7007805722789,-18.9321852485911,-18.2122616130347,-17.5312494933777,-16.8822905123717,-16.2630905733853,-15.6749959388786,-15.1211840105955,-14.6050154784643,-14.1290185185721,-13.6945500107522,-13.3019536559333,-12.9509725655909,-12.6412033063615,-12.3724449494749,-12.1448714356939,-11.9590238264022,-11.8156705317787,-11.7156109100621,-11.6594984805191,-11.6477385684833,-11.68048029914,-11.7576849266306,-11.8792214491653,-12.0449241714715,-12.2545489727643,-12.5075823274409,-12.8028787766415,-13.1381136861993,-13.5090282532259,-13.9084184740191,-14.3248149813373,-14.7408971151216,-15.1320077494768,-15.4657761918372,-15.704593272606
122,-21.3957979122224,-20.7446821581985,-20.0656408356257,-19.380975462781,-18.6979309230703,-18.0204907741337,-17.3541866261152,-16.7065346109814,-16.085606892044,-15.498458176333,-14.9502059609258,-14.4438742568686,-13.9807734548756,-13.5611176764369,-13.1846386818341,-12.8510492303078,-12.5602975813642,-12.3126249202102,-12.108483819532,-11.9483961006423,-11.8328238795111,-11.7621038412706,-11.7364607165475,-11.7560813703173,-11.821204877791,-11.9321730270632,-12.0893918909983,-12.2931739411097,-12.5434505518168,-12.8393524170674,-13.178639268227,-13.5569199551421,-13.9665585833181,-14.3951636339997,-14.8237068451392,-15.2247696937111,-15.5622589263381
123,-21.7069219181584,-21.3958849176209,-20.9602317007296,-20.4356144221685,-19.844152461485,-19.2035949831027,-18.5323023957435,-17.8495827113276,-17.1736574595407,-16.5195789828795,-15.8982347935882,-15.316486479012,-14.778002268263,-14.2843137397943,-13.835778372351,-13.4322920033159,-13.0737149628911,-12.7600507105261,-12.4914550136009,-12.2681642759582,-12.0904196595895,-11.9584363361359,-11.8724330990848,-11.8327055301258,-11.8397037928254,-11.8940691595448,-11.9965922535915,-12.1480754272109,-12.349101025164,-12.5997136788111,-12.8990081010939,-13.2445714281716,-13.6316703665104,-14.0520271205273,-14.4920580537904,-14.9306774588277,-15.3373728750018
